,Country,Year,variable,value
22008,SO,2004,Male 25-34,1059.0
22009,SO,2005,Male 25-34,1114.0
22010,SO,2006,Male 25-34,1121.0
22011,SO,2007,Male 25-34,1008.0
22012,SO,2008,Male 25-34,1067.0
22013,SR,1980,Male 25-34,0.0
22014,SR,1981,Male 25-34,0.0
22015,SR,1982,Male 25-34,0.0
22016,SR,1983,Male 25-34,0.0
22017,SR,1984,Male 25-34,0.0
22018,SR,1985,Male 25-34,0.0
22019,SR,1986,Male 25-34,0.0
22020,SR,1987,Male 25-34,0.0
22021,SR,1988,Male 25-34,0.0
22022,SR,1989,Male 25-34,0.0
22023,SR,1990,Male 25-34,0.0
22024,SR,1991,Male 25-34,0.0
22025,SR,1992,Male 25-34,0.0
22026,SR,1993,Male 25-34,0.0
22027,SR,1994,Male 25-34,0.0
22028,SR,1995,Male 25-34,0.0
22029,SR,1996,Male 25-34,11.0
22030,SR,1997,Male 25-34,7.0
22031,SR,1998,Male 25-34,0.0
22032,SR,1999,Male 25-34,0.0
22033,SR,2000,Male 25-34,6.0
22034,SR,2001,Male 25-34,7.0
22035,SR,2002,Male 25-34,12.0
22036,SR,2003,Male 25-34,1.0
22037,SR,2004,Male 25-34,8.0
22038,SR,2005,Male 25-34,8.0
22039,SR,2006,Male 25-34,13.0
22040,SR,2007,Male 25-34,0.0
22041,SR,2008,Male 25-34,0.0
22042,ST,1980,Male 25-34,0.0
22043,ST,1981,Male 25-34,0.0
22044,ST,1982,Male 25-34,0.0
22045,ST,1983,Male 25-34,0.0
22046,ST,1984,Male 25-34,0.0
22047,ST,1985,Male 25-34,0.0
22048,ST,1986,Male 25-34,0.0
22049,ST,1987,Male 25-34,0.0
22050,ST,1988,Male 25-34,0.0
22051,ST,1990,Male 25-34,0.0
22052,ST,1991,Male 25-34,0.0
22053,ST,1993,Male 25-34,0.0
22054,ST,1994,Male 25-34,0.0
22055,ST,1998,Male 25-34,0.0
22056,ST,1999,Male 25-34,0.0
22057,ST,2000,Male 25-34,11.0
22058,ST,2001,Male 25-34,14.0
22059,ST,2002,Male 25-34,6.0
22060,ST,2003,Male 25-34,4.0
22061,ST,2004,Male 25-34,7.0
22062,ST,2005,Male 25-34,7.0
22063,ST,2006,Male 25-34,8.0
22064,ST,2007,Male 25-34,12.0
22065,ST,2008,Male 25-34,13.0
22066,SV,1980,Male 25-34,0.0
22067,SV,1981,Male 25-34,0.0
22068,SV,1982,Male 25-34,0.0
22069,SV,1983,Male 25-34,0.0
22070,SV,1984,Male 25-34,0.0
22071,SV,1985,Male 25-34,0.0
22072,SV,1986,Male 25-34,0.0
22073,SV,1987,Male 25-34,0.0
22074,SV,1988,Male 25-34,0.0
22075,SV,1989,Male 25-34,0.0
22076,SV,1990,Male 25-34,0.0
22077,SV,1991,Male 25-34,0.0
22078,SV,1992,Male 25-34,0.0
22079,SV,1993,Male 25-34,0.0
22080,SV,1994,Male 25-34,0.0
22081,SV,1995,Male 25-34,0.0
22082,SV,1996,Male 25-34,76.0
22083,SV,1997,Male 25-34,110.0
22084,SV,1998,Male 25-34,131.0
22085,SV,1999,Male 25-34,128.0
22086,SV,2000,Male 25-34,124.0
22087,SV,2001,Male 25-34,144.0
22088,SV,2002,Male 25-34,127.0
22089,SV,2003,Male 25-34,105.0
22090,SV,2004,Male 25-34,121.0
22091,SV,2005,Male 25-34,140.0
22092,SV,2006,Male 25-34,124.0
22093,SV,2007,Male 25-34,179.0
22094,SV,2008,Male 25-34,168.0
22095,SY,1980,Male 25-34,0.0
22096,SY,1981,Male 25-34,0.0
22097,SY,1982,Male 25-34,0.0
22098,SY,1983,Male 25-34,0.0
22099,SY,1984,Male 25-34,0.0
22100,SY,1985,Male 25-34,0.0
22101,SY,1986,Male 25-34,0.0
22102,SY,1987,Male 25-34,0.0
22103,SY,1988,Male 25-34,0.0
22104,SY,1989,Male 25-34,0.0
22105,SY,1990,Male 25-34,0.0
22106,SY,1991,Male 25-34,0.0
22107,SY,1992,Male 25-34,0.0
22108,SY,1994,Male 25-34,0.0
22109,SY,1995,Male 25-34,255.0
22110,SY,1996,Male 25-34,290.0
22111,SY,1997,Male 25-34,295.0
22112,SY,1998,Male 25-34,293.0
22113,SY,1999,Male 25-34,0.0
22114,SY,2000,Male 25-34,289.0
22115,SY,2001,Male 25-34,248.0
22116,SY,2002,Male 25-34,278.0
22117,SY,2003,Male 25-34,279.0
22118,SY,2004,Male 25-34,308.0
22119,SY,2005,Male 25-34,237.0
22120,SY,2006,Male 25-34,267.0
22121,SY,2007,Male 25-34,222.0
22122,SY,2008,Male 25-34,212.0
22123,SZ,1981,Male 25-34,0.0
22124,SZ,1982,Male 25-34,0.0
22125,SZ,1983,Male 25-34,0.0
22126,SZ,1987,Male 25-34,0.0
22127,SZ,1988,Male 25-34,0.0
22128,SZ,1989,Male 25-34,0.0
22129,SZ,1991,Male 25-34,0.0
22130,SZ,1993,Male 25-34,0.0
22131,SZ,1995,Male 25-34,117.0
22132,SZ,1996,Male 25-34,250.0
22133,SZ,1997,Male 25-34,0.0
22134,SZ,1998,Male 25-34,0.0
22135,SZ,1999,Male 25-34,0.0
22136,SZ,2000,Male 25-34,352.0
22137,SZ,2001,Male 25-34,468.0
22138,SZ,2002,Male 25-34,244.0
22139,SZ,2003,Male 25-34,298.0
22140,SZ,2004,Male 25-34,316.0
22141,SZ,2005,Male 25-34,406.0
22142,SZ,2006,Male 25-34,452.0
22143,SZ,2007,Male 25-34,479.0
22144,SZ,2008,Male 25-34,552.0
22145,TC,1980,Male 25-34,0.0
22146,TC,1981,Male 25-34,0.0
22147,TC,1982,Male 25-34,0.0
22148,TC,1983,Male 25-34,0.0
22149,TC,1984,Male 25-34,0.0
22150,TC,1985,Male 25-34,0.0
22151,TC,1986,Male 25-34,0.0
22152,TC,1987,Male 25-34,0.0
22153,TC,1990,Male 25-34,0.0
22154,TC,1991,Male 25-34,0.0
22155,TC,1992,Male 25-34,0.0
22156,TC,1993,Male 25-34,0.0
22157,TC,1998,Male 25-34,0.0
22158,TC,1999,Male 25-34,0.0
22159,TC,2000,Male 25-34,0.0
22160,TC,2001,Male 25-34,0.0
22161,TC,2002,Male 25-34,0.0
22162,TC,2003,Male 25-34,2.0
22163,TC,2005,Male 25-34,0.0
22164,TC,2006,Male 25-34,1.0
22165,TC,2007,Male 25-34,0.0
22166,TC,2008,Male 25-34,0.0
22167,TD,1980,Male 25-34,0.0
22168,TD,1981,Male 25-34,0.0
22169,TD,1982,Male 25-34,0.0
22170,TD,1983,Male 25-34,0.0
22171,TD,1984,Male 25-34,0.0
22172,TD,1985,Male 25-34,0.0
22173,TD,1986,Male 25-34,0.0
22174,TD,1987,Male 25-34,0.0
22175,TD,1988,Male 25-34,0.0
22176,TD,1989,Male 25-34,0.0
22177,TD,1990,Male 25-34,0.0
22178,TD,1991,Male 25-34,0.0
22179,TD,1992,Male 25-34,0.0
22180,TD,1993,Male 25-34,0.0
22181,TD,1994,Male 25-34,0.0
22182,TD,1995,Male 25-34,0.0
22183,TD,1996,Male 25-34,0.0
22184,TD,1997,Male 25-34,0.0
22185,TD,1998,Male 25-34,0.0
22186,TD,1999,Male 25-34,414.0
22187,TD,2002,Male 25-34,1029.0
22188,TD,2003,Male 25-34,428.0
22189,TD,2004,Male 25-34,466.0
22190,TD,2005,Male 25-34,535.0
22191,TD,2006,Male 25-34,0.0
22192,TD,2007,Male 25-34,0.0
22193,TD,2008,Male 25-34,0.0
22194,TG,1980,Male 25-34,0.0
22195,TG,1981,Male 25-34,0.0
22196,TG,1982,Male 25-34,0.0
22197,TG,1983,Male 25-34,0.0
22198,TG,1984,Male 25-34,0.0
22199,TG,1985,Male 25-34,0.0
22200,TG,1986,Male 25-34,0.0
22201,TG,1987,Male 25-34,0.0
22202,TG,1988,Male 25-34,0.0
22203,TG,1989,Male 25-34,0.0
22204,TG,1990,Male 25-34,0.0
22205,TG,1991,Male 25-34,0.0
22206,TG,1992,Male 25-34,0.0
22207,TG,1993,Male 25-34,0.0
22208,TG,1994,Male 25-34,0.0
22209,TG,1995,Male 25-34,151.0
22210,TG,1996,Male 25-34,153.0
22211,TG,1997,Male 25-34,0.0
22212,TG,1998,Male 25-34,177.0
22213,TG,1999,Male 25-34,169.0
22214,TG,2000,Male 25-34,168.0
22215,TG,2001,Male 25-34,0.0
22216,TG,2002,Male 25-34,239.0
22217,TG,2003,Male 25-34,229.0
22218,TG,2004,Male 25-34,286.0
22219,TG,2005,Male 25-34,320.0
22220,TG,2006,Male 25-34,358.0
22221,TG,2007,Male 25-34,309.0
22222,TG,2008,Male 25-34,379.0
22223,TH,1980,Male 25-34,0.0
22224,TH,1981,Male 25-34,0.0
22225,TH,1982,Male 25-34,0.0
22226,TH,1983,Male 25-34,0.0
22227,TH,1984,Male 25-34,0.0
22228,TH,1985,Male 25-34,0.0
22229,TH,1986,Male 25-34,0.0
22230,TH,1987,Male 25-34,0.0
22231,TH,1988,Male 25-34,0.0
22232,TH,1989,Male 25-34,0.0
22233,TH,1990,Male 25-34,0.0
22234,TH,1991,Male 25-34,0.0
22235,TH,1992,Male 25-34,0.0
22236,TH,1993,Male 25-34,0.0
22237,TH,1994,Male 25-34,0.0
22238,TH,1995,Male 25-34,2936.0
22239,TH,1996,Male 25-34,2857.0
22240,TH,1997,Male 25-34,2336.0
22241,TH,1998,Male 25-34,1153.0
22242,TH,1999,Male 25-34,2123.0
22243,TH,2000,Male 25-34,2570.0
22244,TH,2001,Male 25-34,5192.0
22245,TH,2002,Male 25-34,3805.0
22246,TH,2003,Male 25-34,4615.0
22247,TH,2004,Male 25-34,4211.0
22248,TH,2005,Male 25-34,3814.0
22249,TH,2006,Male 25-34,3732.0
22250,TH,2007,Male 25-34,3398.0
22251,TH,2008,Male 25-34,3374.0
22252,TJ,1980,Male 25-34,0.0
22253,TJ,1981,Male 25-34,0.0
22254,TJ,1982,Male 25-34,0.0
22255,TJ,1983,Male 25-34,0.0
22256,TJ,1984,Male 25-34,0.0
22257,TJ,1985,Male 25-34,0.0
22258,TJ,1986,Male 25-34,0.0
22259,TJ,1987,Male 25-34,0.0
22260,TJ,1988,Male 25-34,0.0
22261,TJ,1989,Male 25-34,0.0
22262,TJ,1990,Male 25-34,0.0
22263,TJ,1991,Male 25-34,0.0
22264,TJ,1992,Male 25-34,0.0
22265,TJ,1993,Male 25-34,0.0
22266,TJ,1994,Male 25-34,0.0
22267,TJ,1995,Male 25-34,0.0
22268,TJ,1996,Male 25-34,25.0
22269,TJ,1997,Male 25-34,38.0
22270,TJ,1998,Male 25-34,90.0
22271,TJ,1999,Male 25-34,0.0
22272,TJ,2000,Male 25-34,0.0
22273,TJ,2001,Male 25-34,152.0
22274,TJ,2002,Male 25-34,133.0
22275,TJ,2003,Male 25-34,0.0
22276,TJ,2004,Male 25-34,90.0
22277,TJ,2005,Male 25-34,279.0
22278,TJ,2006,Male 25-34,0.0
22279,TJ,2007,Male 25-34,361.0
22280,TJ,2008,Male 25-34,358.0
22281,TK,1980,Male 25-34,0.0
22282,TK,1981,Male 25-34,0.0
22283,TK,1982,Male 25-34,0.0
22284,TK,1983,Male 25-34,0.0
22285,TK,1984,Male 25-34,0.0
22286,TK,1985,Male 25-34,0.0
22287,TK,1986,Male 25-34,0.0
22288,TK,1987,Male 25-34,0.0
22289,TK,1988,Male 25-34,0.0
22290,TK,1989,Male 25-34,0.0
22291,TK,1990,Male 25-34,0.0
22292,TK,1991,Male 25-34,0.0
22293,TK,1992,Male 25-34,0.0
22294,TK,1994,Male 25-34,0.0
22295,TK,1995,Male 25-34,0.0
22296,TK,1996,Male 25-34,0.0
22297,TK,1999,Male 25-34,0.0
22298,TK,2000,Male 25-34,0.0
22299,TK,2001,Male 25-34,0.0
22300,TK,2002,Male 25-34,0.0
22301,TK,2003,Male 25-34,0.0
22302,TK,2004,Male 25-34,0.0
22303,TK,2005,Male 25-34,0.0
22304,TK,2006,Male 25-34,0.0
22305,TK,2007,Male 25-34,0.0
22306,TK,2008,Male 25-34,10.0
22307,TL,2001,Male 25-34,0.0
22308,TL,2002,Male 25-34,145.0
22309,TL,2003,Male 25-34,135.0
22310,TL,2004,Male 25-34,134.0
22311,TL,2005,Male 25-34,149.0
22312,TL,2006,Male 25-34,115.0
22313,TL,2007,Male 25-34,129.0
22314,TL,2008,Male 25-34,88.0
22315,TM,1980,Male 25-34,0.0
22316,TM,1981,Male 25-34,0.0
22317,TM,1982,Male 25-34,0.0
22318,TM,1983,Male 25-34,0.0
22319,TM,1984,Male 25-34,0.0
22320,TM,1985,Male 25-34,0.0
22321,TM,1986,Male 25-34,0.0
22322,TM,1987,Male 25-34,0.0
22323,TM,1988,Male 25-34,0.0
22324,TM,1989,Male 25-34,0.0
22325,TM,1990,Male 25-34,0.0
22326,TM,1991,Male 25-34,0.0
22327,TM,1992,Male 25-34,0.0
22328,TM,1993,Male 25-34,0.0
22329,TM,1995,Male 25-34,188.0
22330,TM,1996,Male 25-34,114.0
22331,TM,1997,Male 25-34,208.0
22332,TM,1998,Male 25-34,210.0
22333,TM,1999,Male 25-34,225.0
22334,TM,2000,Male 25-34,185.0
22335,TM,2001,Male 25-34,295.0
22336,TM,2002,Male 25-34,249.0
22337,TM,2003,Male 25-34,265.0
22338,TM,2004,Male 25-34,250.0
22339,TM,2005,Male 25-34,181.0
22340,TM,2006,Male 25-34,273.0
22341,TM,2007,Male 25-34,272.0
22342,TM,2008,Male 25-34,235.0
22343,TN,1980,Male 25-34,0.0
22344,TN,1981,Male 25-34,0.0
22345,TN,1982,Male 25-34,0.0
22346,TN,1983,Male 25-34,0.0
22347,TN,1984,Male 25-34,0.0
22348,TN,1985,Male 25-34,0.0
22349,TN,1986,Male 25-34,0.0
22350,TN,1987,Male 25-34,0.0
22351,TN,1988,Male 25-34,0.0
22352,TN,1989,Male 25-34,0.0
22353,TN,1990,Male 25-34,0.0
22354,TN,1991,Male 25-34,0.0
22355,TN,1992,Male 25-34,0.0
22356,TN,1993,Male 25-34,0.0
22357,TN,1994,Male 25-34,0.0
22358,TN,1995,Male 25-34,0.0
22359,TN,1996,Male 25-34,0.0
22360,TN,1997,Male 25-34,0.0
22361,TN,1998,Male 25-34,206.0
22362,TN,1999,Male 25-34,221.0
22363,TN,2000,Male 25-34,208.0
22364,TN,2001,Male 25-34,185.0
22365,TN,2002,Male 25-34,184.0
22366,TN,2003,Male 25-34,164.0
22367,TN,2004,Male 25-34,181.0
22368,TN,2005,Male 25-34,172.0
22369,TN,2006,Male 25-34,174.0
22370,TN,2007,Male 25-34,171.0
22371,TN,2008,Male 25-34,188.0
22372,TO,1980,Male 25-34,0.0
22373,TO,1981,Male 25-34,0.0
22374,TO,1982,Male 25-34,0.0
22375,TO,1983,Male 25-34,0.0
22376,TO,1984,Male 25-34,0.0
22377,TO,1985,Male 25-34,0.0
22378,TO,1986,Male 25-34,0.0
22379,TO,1987,Male 25-34,0.0
22380,TO,1988,Male 25-34,0.0
22381,TO,1989,Male 25-34,0.0
22382,TO,1990,Male 25-34,0.0
22383,TO,1991,Male 25-34,0.0
22384,TO,1992,Male 25-34,0.0
22385,TO,1993,Male 25-34,0.0
22386,TO,1994,Male 25-34,0.0
22387,TO,1995,Male 25-34,0.0
22388,TO,1996,Male 25-34,1.0
22389,TO,1997,Male 25-34,1.0
22390,TO,1998,Male 25-34,3.0
22391,TO,1999,Male 25-34,0.0
22392,TO,2000,Male 25-34,1.0
22393,TO,2001,Male 25-34,1.0
22394,TO,2002,Male 25-34,0.0
22395,TO,2003,Male 25-34,1.0
22396,TO,2004,Male 25-34,0.0
22397,TO,2005,Male 25-34,1.0
22398,TO,2006,Male 25-34,0.0
22399,TO,2007,Male 25-34,1.0
22400,TO,2008,Male 25-34,0.0
22401,TR,1980,Male 25-34,0.0
22402,TR,1981,Male 25-34,0.0
22403,TR,1982,Male 25-34,0.0
22404,TR,1983,Male 25-34,0.0
22405,TR,1984,Male 25-34,0.0
22406,TR,1985,Male 25-34,0.0
22407,TR,1986,Male 25-34,0.0
22408,TR,1987,Male 25-34,0.0
22409,TR,1988,Male 25-34,0.0
22410,TR,1989,Male 25-34,0.0
22411,TR,1990,Male 25-34,0.0
22412,TR,1991,Male 25-34,0.0
22413,TR,1992,Male 25-34,0.0
22414,TR,1995,Male 25-34,0.0
22415,TR,1996,Male 25-34,0.0
22416,TR,1997,Male 25-34,0.0
22417,TR,1998,Male 25-34,0.0
22418,TR,1999,Male 25-34,0.0
22419,TR,2000,Male 25-34,0.0
22420,TR,2001,Male 25-34,0.0
22421,TR,2002,Male 25-34,0.0
22422,TR,2003,Male 25-34,0.0
22423,TR,2004,Male 25-34,38.0
22424,TR,2005,Male 25-34,1295.0
22425,TR,2006,Male 25-34,1391.0
22426,TR,2007,Male 25-34,1245.0
22427,TR,2008,Male 25-34,1090.0
22428,TT,1980,Male 25-34,0.0
22429,TT,1981,Male 25-34,0.0
22430,TT,1982,Male 25-34,0.0
22431,TT,1983,Male 25-34,0.0
22432,TT,1984,Male 25-34,0.0
22433,TT,1985,Male 25-34,0.0
22434,TT,1986,Male 25-34,0.0
22435,TT,1987,Male 25-34,0.0
22436,TT,1988,Male 25-34,0.0
22437,TT,1989,Male 25-34,0.0
22438,TT,1990,Male 25-34,0.0
22439,TT,1991,Male 25-34,0.0
22440,TT,1992,Male 25-34,0.0
22441,TT,1993,Male 25-34,0.0
22442,TT,1994,Male 25-34,0.0
22443,TT,1995,Male 25-34,15.0
22444,TT,1996,Male 25-34,7.0
22445,TT,1997,Male 25-34,0.0
22446,TT,1998,Male 25-34,12.0
22447,TT,1999,Male 25-34,18.0
22448,TT,2000,Male 25-34,18.0
22449,TT,2001,Male 25-34,21.0
22450,TT,2002,Male 25-34,13.0
22451,TT,2003,Male 25-34,13.0
22452,TT,2004,Male 25-34,10.0
22453,TT,2005,Male 25-34,11.0
22454,TT,2006,Male 25-34,27.0
22455,TT,2007,Male 25-34,16.0
22456,TT,2008,Male 25-34,15.0
22457,TV,1980,Male 25-34,0.0
22458,TV,1981,Male 25-34,0.0
22459,TV,1982,Male 25-34,0.0
22460,TV,1983,Male 25-34,0.0
22461,TV,1984,Male 25-34,0.0
22462,TV,1985,Male 25-34,0.0
22463,TV,1986,Male 25-34,0.0
22464,TV,1987,Male 25-34,0.0
22465,TV,1988,Male 25-34,0.0
22466,TV,1989,Male 25-34,0.0
22467,TV,1990,Male 25-34,0.0
22468,TV,1991,Male 25-34,0.0
22469,TV,1992,Male 25-34,0.0
22470,TV,1993,Male 25-34,0.0
22471,TV,1994,Male 25-34,0.0
22472,TV,1995,Male 25-34,1.0
22473,TV,1997,Male 25-34,0.0
22474,TV,1998,Male 25-34,3.0
22475,TV,1999,Male 25-34,0.0
22476,TV,2000,Male 25-34,0.0
22477,TV,2001,Male 25-34,0.0
22478,TV,2002,Male 25-34,0.0
22479,TV,2003,Male 25-34,0.0
22480,TV,2004,Male 25-34,0.0
22481,TV,2005,Male 25-34,0.0
22482,TV,2006,Male 25-34,0.0
22483,TV,2007,Male 25-34,0.0
22484,TV,2008,Male 25-34,1.0
22485,TZ,1980,Male 25-34,0.0
22486,TZ,1981,Male 25-34,0.0
22487,TZ,1982,Male 25-34,0.0
22488,TZ,1983,Male 25-34,0.0
22489,TZ,1984,Male 25-34,0.0
22490,TZ,1985,Male 25-34,0.0
22491,TZ,1986,Male 25-34,0.0
22492,TZ,1987,Male 25-34,0.0
22493,TZ,1988,Male 25-34,0.0
22494,TZ,1989,Male 25-34,0.0
22495,TZ,1990,Male 25-34,0.0
22496,TZ,1991,Male 25-34,0.0
22497,TZ,1992,Male 25-34,0.0
22498,TZ,1993,Male 25-34,0.0
22499,TZ,1994,Male 25-34,0.0
22500,TZ,1995,Male 25-34,4091.0
22501,TZ,1996,Male 25-34,4275.0
22502,TZ,1997,Male 25-34,4538.0
22503,TZ,1998,Male 25-34,4910.0
22504,TZ,1999,Male 25-34,4887.0
22505,TZ,2000,Male 25-34,4836.0
22506,TZ,2001,Male 25-34,4912.0
22507,TZ,2002,Male 25-34,4814.0
22508,TZ,2003,Male 25-34,4964.0
22509,TZ,2004,Male 25-34,5203.0
22510,TZ,2005,Male 25-34,4939.0
22511,TZ,2006,Male 25-34,4926.0
22512,TZ,2007,Male 25-34,4665.0
22513,TZ,2008,Male 25-34,4595.0
22514,UA,1980,Male 25-34,0.0
22515,UA,1981,Male 25-34,0.0
22516,UA,1982,Male 25-34,0.0
22517,UA,1983,Male 25-34,0.0
22518,UA,1984,Male 25-34,0.0
22519,UA,1985,Male 25-34,0.0
22520,UA,1986,Male 25-34,0.0
22521,UA,1987,Male 25-34,0.0
22522,UA,1988,Male 25-34,0.0
22523,UA,1989,Male 25-34,0.0
22524,UA,1990,Male 25-34,0.0
22525,UA,1991,Male 25-34,0.0
22526,UA,1992,Male 25-34,0.0
22527,UA,1993,Male 25-34,0.0
22528,UA,1994,Male 25-34,0.0
22529,UA,1995,Male 25-34,1076.0
22530,UA,1996,Male 25-34,1199.0
22531,UA,1997,Male 25-34,1310.0
22532,UA,1998,Male 25-34,1500.0
22533,UA,1999,Male 25-34,1463.0
22534,UA,2000,Male 25-34,1552.0
22535,UA,2001,Male 25-34,1721.0
22536,UA,2002,Male 25-34,0.0
22537,UA,2003,Male 25-34,2033.0
22538,UA,2004,Male 25-34,0.0
22539,UA,2005,Male 25-34,0.0
22540,UA,2006,Male 25-34,2522.0
22541,UA,2007,Male 25-34,4507.0
22542,UA,2008,Male 25-34,2696.0
22543,UG,1980,Male 25-34,0.0
22544,UG,1981,Male 25-34,0.0
22545,UG,1982,Male 25-34,0.0
22546,UG,1983,Male 25-34,0.0
22547,UG,1986,Male 25-34,0.0
22548,UG,1987,Male 25-34,0.0
22549,UG,1988,Male 25-34,0.0
22550,UG,1989,Male 25-34,0.0
22551,UG,1990,Male 25-34,0.0
22552,UG,1991,Male 25-34,0.0
22553,UG,1992,Male 25-34,0.0
22554,UG,1993,Male 25-34,0.0
22555,UG,1994,Male 25-34,0.0
22556,UG,1995,Male 25-34,2491.0
22557,UG,1996,Male 25-34,2706.0
22558,UG,1997,Male 25-34,3278.0
22559,UG,1998,Male 25-34,3672.0
22560,UG,1999,Male 25-34,3475.0
22561,UG,2000,Male 25-34,3497.0
22562,UG,2001,Male 25-34,3483.0
22563,UG,2002,Male 25-34,3783.0
22564,UG,2003,Male 25-34,4142.0
22565,UG,2004,Male 25-34,4222.0
22566,UG,2005,Male 25-34,4075.0
22567,UG,2006,Male 25-34,4084.0
22568,UG,2007,Male 25-34,4406.0
22569,UG,2008,Male 25-34,4697.0
22570,US,1980,Male 25-34,0.0
22571,US,1981,Male 25-34,0.0
22572,US,1982,Male 25-34,0.0
22573,US,1983,Male 25-34,0.0
22574,US,1984,Male 25-34,0.0
22575,US,1985,Male 25-34,0.0
22576,US,1986,Male 25-34,0.0
22577,US,1987,Male 25-34,0.0
22578,US,1988,Male 25-34,0.0
22579,US,1989,Male 25-34,0.0
22580,US,1990,Male 25-34,0.0
22581,US,1991,Male 25-34,0.0
22582,US,1992,Male 25-34,0.0
22583,US,1993,Male 25-34,0.0
22584,US,1994,Male 25-34,0.0
22585,US,1995,Male 25-34,876.0
22586,US,1996,Male 25-34,815.0
22587,US,1997,Male 25-34,701.0
22588,US,1998,Male 25-34,663.0
22589,US,1999,Male 25-34,616.0
22590,US,2000,Male 25-34,602.0
22591,US,2001,Male 25-34,613.0
22592,US,2002,Male 25-34,562.0
22593,US,2003,Male 25-34,526.0
22594,US,2004,Male 25-34,547.0
22595,US,2005,Male 25-34,535.0
22596,US,2006,Male 25-34,568.0
22597,US,2007,Male 25-34,490.0
22598,US,2008,Male 25-34,513.0
22599,UY,1980,Male 25-34,0.0
22600,UY,1981,Male 25-34,0.0
22601,UY,1982,Male 25-34,0.0
22602,UY,1983,Male 25-34,0.0
22603,UY,1984,Male 25-34,0.0
22604,UY,1985,Male 25-34,0.0
22605,UY,1986,Male 25-34,0.0
22606,UY,1987,Male 25-34,0.0
22607,UY,1988,Male 25-34,0.0
22608,UY,1989,Male 25-34,0.0
22609,UY,1990,Male 25-34,0.0
22610,UY,1991,Male 25-34,0.0
22611,UY,1992,Male 25-34,0.0
22612,UY,1993,Male 25-34,0.0
22613,UY,1994,Male 25-34,0.0
22614,UY,1995,Male 25-34,40.0
22615,UY,1996,Male 25-34,43.0
22616,UY,1997,Male 25-34,44.0
22617,UY,1998,Male 25-34,47.0
22618,UY,1999,Male 25-34,48.0
22619,UY,2000,Male 25-34,48.0
22620,UY,2001,Male 25-34,38.0
22621,UY,2002,Male 25-34,33.0
22622,UY,2003,Male 25-34,50.0
22623,UY,2004,Male 25-34,59.0
22624,UY,2005,Male 25-34,48.0
22625,UY,2006,Male 25-34,53.0
22626,UY,2007,Male 25-34,69.0
22627,UY,2008,Male 25-34,71.0
22628,UZ,1980,Male 25-34,0.0
22629,UZ,1981,Male 25-34,0.0
22630,UZ,1982,Male 25-34,0.0
22631,UZ,1983,Male 25-34,0.0
22632,UZ,1984,Male 25-34,0.0
22633,UZ,1985,Male 25-34,0.0
22634,UZ,1986,Male 25-34,0.0
22635,UZ,1987,Male 25-34,0.0
22636,UZ,1988,Male 25-34,0.0
22637,UZ,1989,Male 25-34,0.0
22638,UZ,1990,Male 25-34,0.0
22639,UZ,1992,Male 25-34,0.0
22640,UZ,1993,Male 25-34,0.0
22641,UZ,1994,Male 25-34,0.0
22642,UZ,1995,Male 25-34,0.0
22643,UZ,1996,Male 25-34,1042.0
22644,UZ,1997,Male 25-34,0.0
22645,UZ,1998,Male 25-34,5.0
22646,UZ,1999,Male 25-34,926.0
22647,UZ,2000,Male 25-34,749.0
22648,UZ,2001,Male 25-34,905.0
22649,UZ,2002,Male 25-34,481.0
22650,UZ,2003,Male 25-34,828.0
22651,UZ,2004,Male 25-34,835.0
22652,UZ,2005,Male 25-34,831.0
22653,UZ,2006,Male 25-34,807.0
22654,UZ,2007,Male 25-34,768.0
22655,UZ,2008,Male 25-34,688.0
22656,VC,1980,Male 25-34,0.0
22657,VC,1981,Male 25-34,0.0
22658,VC,1982,Male 25-34,0.0
22659,VC,1983,Male 25-34,0.0
22660,VC,1984,Male 25-34,0.0
22661,VC,1985,Male 25-34,0.0
22662,VC,1986,Male 25-34,0.0
22663,VC,1987,Male 25-34,0.0
22664,VC,1988,Male 25-34,0.0
22665,VC,1989,Male 25-34,0.0
22666,VC,1990,Male 25-34,0.0
22667,VC,1991,Male 25-34,0.0
22668,VC,1992,Male 25-34,0.0
22669,VC,1993,Male 25-34,0.0
22670,VC,1994,Male 25-34,0.0
22671,VC,1995,Male 25-34,0.0
22672,VC,1996,Male 25-34,0.0
22673,VC,1997,Male 25-34,0.0
22674,VC,1998,Male 25-34,2.0
22675,VC,1999,Male 25-34,0.0
22676,VC,2000,Male 25-34,0.0
22677,VC,2001,Male 25-34,0.0
22678,VC,2002,Male 25-34,0.0
22679,VC,2003,Male 25-34,0.0
22680,VC,2004,Male 25-34,0.0
22681,VC,2005,Male 25-34,0.0
22682,VC,2006,Male 25-34,0.0
22683,VC,2007,Male 25-34,1.0
22684,VC,2008,Male 25-34,0.0
22685,VE,1980,Male 25-34,0.0
22686,VE,1981,Male 25-34,0.0
22687,VE,1982,Male 25-34,0.0
22688,VE,1983,Male 25-34,0.0
22689,VE,1984,Male 25-34,0.0
22690,VE,1985,Male 25-34,0.0
22691,VE,1986,Male 25-34,0.0
22692,VE,1987,Male 25-34,0.0
22693,VE,1988,Male 25-34,0.0
22694,VE,1989,Male 25-34,0.0
22695,VE,1990,Male 25-34,0.0
22696,VE,1991,Male 25-34,0.0
22697,VE,1992,Male 25-34,0.0
22698,VE,1993,Male 25-34,0.0
22699,VE,1994,Male 25-34,0.0
